word	nodeType	synsetCount	unit
mad	ADJ	4	02x01_-_Follow_Mama_and_Papa
mad	ADJ	4	02x01_-_Follow_Mama_and_Papa
good	ADJ	27	02x01_-_Follow_Mama_and_Papa
easy	ADJ	15	02x01_-_Follow_Mama_and_Papa
worried	ADJ	8	02x01_-_Follow_Mama_and_Papa
hopeless	ADJ	4	02x01_-_Follow_Mama_and_Papa
little	ADJ	10	02x01_-_Follow_Mama_and_Papa
little	ADJ	10	02x01_-_Follow_Mama_and_Papa
much	ADJ	7	02x01_-_Follow_Mama_and_Papa
sharp	ADJ	15	02x01_-_Follow_Mama_and_Papa
careful	ADJ	5	02x01_-_Follow_Mama_and_Papa
more	ADJ	5	02x01_-_Follow_Mama_and_Papa
capable	ADJ	5	02x01_-_Follow_Mama_and_Papa
secret	ADJ	14	02x01_-_Follow_Mama_and_Papa
countless	ADJ	1	02x01_-_Follow_Mama_and_Papa
fun	ADJ	4	02x01_-_Follow_Mama_and_Papa
happy	ADJ	4	02x01_-_Follow_Mama_and_Papa
safe	ADJ	7	02x01_-_Follow_Mama_and_Papa
nice	ADJ	6	02x01_-_Follow_Mama_and_Papa
good	ADJ	27	02x01_-_Follow_Mama_and_Papa
faint	ADJ	8	02x01_-_Follow_Mama_and_Papa
sorry	ADJ	4	02x01_-_Follow_Mama_and_Papa
dangerous	ADJ	2	02x01_-_Follow_Mama_and_Papa
many	ADJ	1	02x01_-_Follow_Mama_and_Papa
bad	ADJ	17	02x01_-_Follow_Mama_and_Papa
wrong	ADJ	13	02x01_-_Follow_Mama_and_Papa
like	ADJ	11	02x01_-_Follow_Mama_and_Papa
enough	ADJ	3	02x01_-_Follow_Mama_and_Papa
cool	ADJ	11	02x01_-_Follow_Mama_and_Papa
pathetic	ADJ	3	02x01_-_Follow_Mama_and_Papa
mean	ADJ	16	02x01_-_Follow_Mama_and_Papa
pitiful	ADJ	3	02x01_-_Follow_Mama_and_Papa
obtrusive	ADJ	2	02x01_-_Follow_Mama_and_Papa
sure	ADJ	10	02x01_-_Follow_Mama_and_Papa
tired	ADJ	6	02x01_-_Follow_Mama_and_Papa
sure	ADJ	10	02x01_-_Follow_Mama_and_Papa
sorry	ADJ	4	02x01_-_Follow_Mama_and_Papa
casual	ADJ	9	02x01_-_Follow_Mama_and_Papa
little	ADJ	10	02x01_-_Follow_Mama_and_Papa
bored	ADJ	4	02x01_-_Follow_Mama_and_Papa
lone	ADJ	3	02x01_-_Follow_Mama_and_Papa
horrendous	ADJ	1	02x01_-_Follow_Mama_and_Papa
right	ADJ	36	02x01_-_Follow_Mama_and_Papa
bad	ADJ	17	02x01_-_Follow_Mama_and_Papa
great	ADJ	7	02x01_-_Follow_Mama_and_Papa
more	ADJ	5	02x01_-_Follow_Mama_and_Papa
little	ADJ	10	02x01_-_Follow_Mama_and_Papa
fake	ADJ	8	02x01_-_Follow_Mama_and_Papa
little	ADJ	10	02x01_-_Follow_Mama_and_Papa
dry	ADJ	19	02x01_-_Follow_Mama_and_Papa
rare	ADJ	6	02x01_-_Follow_Mama_and_Papa
pufferfish	ADJ	2	02x01_-_Follow_Mama_and_Papa
toxic	ADJ	1	02x01_-_Follow_Mama_and_Papa
delicious	ADJ	3	02x01_-_Follow_Mama_and_Papa
pufferfish	ADJ	2	02x01_-_Follow_Mama_and_Papa
surprising	ADJ	4	02x01_-_Follow_Mama_and_Papa
thick	ADJ	13	02x01_-_Follow_Mama_and_Papa
well	ADJ	22	02x01_-_Follow_Mama_and_Papa
high	ADJ	18	02x01_-_Follow_Mama_and_Papa
little	ADJ	10	02x01_-_Follow_Mama_and_Papa
tingly	ADJ	0	02x01_-_Follow_Mama_and_Papa
hungry	ADJ	2	02x01_-_Follow_Mama_and_Papa
good	ADJ	27	02x01_-_Follow_Mama_and_Papa
dangerous	ADJ	2	02x01_-_Follow_Mama_and_Papa
fine	ADJ	10	02x01_-_Follow_Mama_and_Papa
normal	ADJ	5	02x01_-_Follow_Mama_and_Papa
wrong	ADJ	13	02x01_-_Follow_Mama_and_Papa
extreme	ADJ	6	02x01_-_Follow_Mama_and_Papa
sorry	ADJ	4	02x01_-_Follow_Mama_and_Papa
able	ADJ	4	02x01_-_Follow_Mama_and_Papa
right	ADJ	36	02x01_-_Follow_Mama_and_Papa
extra	ADJ	7	02x01_-_Follow_Mama_and_Papa
lethal	ADJ	1	02x01_-_Follow_Mama_and_Papa
olive	ADJ	6	02x01_-_Follow_Mama_and_Papa
perfect	ADJ	5	02x01_-_Follow_Mama_and_Papa
little	ADJ	10	02x01_-_Follow_Mama_and_Papa
small	ADJ	13	02x01_-_Follow_Mama_and_Papa
actual	ADJ	5	02x01_-_Follow_Mama_and_Papa
last	ADJ	21	02x01_-_Follow_Mama_and_Papa
bad	ADJ	17	02x01_-_Follow_Mama_and_Papa
happy	ADJ	4	02x01_-_Follow_Mama_and_Papa
talented	ADJ	1	02x01_-_Follow_Mama_and_Papa
different	ADJ	5	02x01_-_Follow_Mama_and_Papa
normal	ADJ	5	02x01_-_Follow_Mama_and_Papa
hectic	ADJ	1	02x01_-_Follow_Mama_and_Papa
delicious	ADJ	3	02x01_-_Follow_Mama_and_Papa
well	ADJ	22	02x01_-_Follow_Mama_and_Papa
young	ADJ	14	02x01_-_Follow_Mama_and_Papa
young	ADJ	14	02x01_-_Follow_Mama_and_Papa
special	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
happy	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
final	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
busy	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
sorry	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
late	ADJ	11	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
available	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
good	ADJ	27	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
ready	ADJ	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
bad	ADJ	17	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
ready	ADJ	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
angry	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
careful	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
sick	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
dead	ADJ	21	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
early	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
stray	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
bad	ADJ	17	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
new	ADJ	12	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
last	ADJ	21	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
quiet	ADJ	13	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
busy	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
safe	ADJ	7	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
helpful	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
many	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
tight	ADJ	16	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
much	ADJ	7	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
able	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
long	ADJ	12	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
insane	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
good	ADJ	27	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
worried	ADJ	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
happy	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
elegant	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
unrefined	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
lazy	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
careful	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
last	ADJ	21	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
right	ADJ	36	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
disheveled	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
nice	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
good	ADJ	27	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
right	ADJ	36	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
elegant	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
elegant	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
young	ADJ	14	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
fun	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
wonderful	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
skilled	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
beautiful	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
little	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
good	ADJ	27	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
only	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
efficient	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
little	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
left	ADJ	24	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
second	ADJ	15	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
least	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
right	ADJ	36	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
sorry	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
shallow	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
current	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
fast	ADJ	15	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
cold	ADJ	16	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
warm	ADJ	13	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
hungry	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
wet	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
fancy	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
own	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
good	ADJ	27	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
right	ADJ	36	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
bad	ADJ	17	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
own	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
delicious	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
super	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
yummy	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
good	ADJ	27	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
other	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
amazing	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
young	ADJ	14	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
nice	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
right	ADJ	36	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
idle	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
new	ADJ	12	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
idle	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
famous	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
idle	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
idle	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
idle	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
simple	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
minded	ADJ	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
dry	ADJ	19	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
third	ADJ	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
tasty	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
beautiful	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
well	ADJ	22	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
commendable	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
wonderful	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
right	ADJ	36	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
cool	ADJ	11	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
particular	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
okay	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
wonderful	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
serious	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
possible	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
good	ADJ	27	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
outer	ADJ	13	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
young	ADJ	14	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
lame	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
beautiful	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
beautiful	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
big	ADJ	17	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
delicious	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
sure	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
healthy	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
able	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
elegant	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
fun	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
little	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
elegant	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
original	ADJ	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
hefty	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
good	ADJ	27	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
lovely	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
good	ADJ	27	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
next	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
aware	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
vulgar	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
Most	ADJ	5	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
underground	ADJ	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
real	ADJ	13	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
old	ADJ	9	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
past	ADJ	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
anti	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
-	ADJ	0	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
government	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
extremist	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
stupid	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
rid	ADJ	1	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
public	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
own	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
same	ADJ	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
sick	ADJ	9	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
third	ADJ	8	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
u-8	ADJ	0	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
fellow	ADJ	7	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
set	ADJ	45	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
central	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
12th	ADJ	1	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
subject	ADJ	15	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
female	ADJ	5	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
notable	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
thorough	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
following	ADJ	30	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
set	ADJ	45	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
exhausted	ADJ	8	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
usual	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
unpaid	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
little	ADJ	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
more	ADJ	5	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
same	ADJ	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
last	ADJ	21	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
sure	ADJ	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
firm	ADJ	14	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
right	ADJ	36	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
worthwhile	ADJ	1	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
jealous	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
stingy	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
destitute	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
bad	ADJ	17	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
old	ADJ	9	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
little	ADJ	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
underground	ADJ	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
dangerous	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
wrong	ADJ	13	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
well	ADJ	22	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
necessary	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
miserable	ADJ	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
subject	ADJ	15	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
suspicious	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
ready	ADJ	8	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
hard	ADJ	22	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
indefensible	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
